ID,Defect_ID,Control_Type,State,Timestamp
1126,282,ACC28,assign,2025-09-12 19:59:59
1127,282,ACC28,in-progress,2025-09-13 00:34:59
1128,282,ACC28,closed,2025-09-13 00:43:59
1129,283,ACC28,new,2025-09-13 05:04:59
1130,283,ACC28,assign,2025-09-13 08:21:59
1131,283,ACC28,in-progress,2025-09-13 09:17:59
1132,283,ACC28,closed,2025-09-13 13:28:59
1133,284,ACC28,new,2025-09-13 15:02:59
1134,284,ACC28,assign,2025-09-13 16:31:59
1135,284,ACC28,in-progress,2025-09-13 17:17:59
1136,284,ACC28,closed,2025-09-13 17:34:59
1137,285,ACC17,new,2025-09-13 18:37:59
1138,285,ACC17,assign,2025-09-13 20:24:59
1139,285,ACC17,in-progress,2025-09-13 21:44:59
1140,285,ACC17,closed,2025-09-14 01:32:59
1141,286,ACC28,new,2025-09-14 05:44:59
1142,286,ACC28,assign,2025-09-14 09:06:59
1143,286,ACC28,in-progress,2025-09-14 10:02:59
1144,286,ACC28,closed,2025-09-14 11:30:59
1145,287,ACC28,new,2025-09-14 13:58:59
1146,287,ACC28,assign,2025-09-14 17:49:59
1147,287,ACC28,in-progress,2025-09-14 19:46:59
1148,287,ACC28,closed,2025-09-14 21:33:59
1149,288,AUTH42,new,2025-09-14 22:16:59
1150,288,AUTH42,assign,2025-09-15 02:42:59
1151,288,AUTH42,in-progress,2025-09-15 06:34:59
1152,288,AUTH42,closed,2025-09-15 11:13:59
1153,289,ACC17,new,2025-09-15 14:57:59
1154,289,ACC17,assign,2025-09-15 18:14:59
1155,289,ACC17,in-progress,2025-09-15 18:46:59
1156,289,ACC17,closed,2025-09-15 19:04:59
1157,290,AUTH18,new,2025-09-15 20:07:59
1158,290,AUTH18,assign,2025-09-16 01:06:59
1159,290,AUTH18,in-progress,2025-09-16 03:32:59
1160,290,AUTH18,closed,2025-09-16 07:20:59
1161,291,AUTH42,new,2025-09-16 07:32:59
1162,291,AUTH42,assign,2025-09-16 11:54:59
1163,291,AUTH42,in-progress,2025-09-16 15:23:59
1164,291,AUTH42,closed,2025-09-16 17:26:59
1165,292,ACC03,new,2025-09-16 19:18:59
1166,292,ACC03,assign,2025-09-16 20:49:59
1167,292,ACC03,in-progress,2025-09-17 01:06:59
1168,292,ACC03,closed,2025-09-17 01:29:59
1169,293,ACC28,new,2025-09-17 02:44:59
1170,293,ACC28,assign,2025-09-17 05:20:59
1171,293,ACC28,in-progress,2025-09-17 09:32:59
1172,293,ACC28,closed,2025-09-17 10:43:59
1173,294,AUTH18,new,2025-09-17 13:56:59
1174,294,AUTH18,assign,2025-09-17 14:40:59
1175,294,AUTH18,in-progress,2025-09-17 19:06:59
1176,294,AUTH18,closed,2025-09-17 20:09:59
1177,295,ACC17,new,2025-09-17 22:50:59
1178,295,ACC17,assign,2025-09-18 03:39:59
1179,295,ACC17,in-progress,2025-09-18 06:57:59
1180,295,ACC17,closed,2025-09-18 10:55:59
1181,296,AUTH18,new,2025-09-18 13:54:59
1182,296,AUTH18,assign,2025-09-18 17:01:59
1183,296,AUTH18,in-progress,2025-09-18 18:24:59
1184,296,AUTH18,closed,2025-09-18 22:36:59
1185,297,ACC28,new,2025-09-19 00:15:59
1186,297,ACC28,assign,2025-09-19 05:09:59
1187,297,ACC28,in-progress,2025-09-19 08:31:59
1188,297,ACC28,closed,2025-09-19 09:18:59
1189,298,ACC28,new,2025-09-19 09:25:59
1190,298,ACC28,assign,2025-09-19 12:20:59
1191,298,ACC28,in-progress,2025-09-19 13:22:59
1192,298,ACC28,closed,2025-09-19 18:06:59
1193,299,ACC28,new,2025-09-19 19:50:59
1194,299,ACC28,assign,2025-09-19 21:43:59
1195,299,ACC28,in-progress,2025-09-20 01:48:59
1196,299,ACC28,closed,2025-09-20 03:47:59
1197,300,ACC17,new,2025-09-20 05:00:59
1198,300,ACC17,assign,2025-09-20 05:08:59
1199,300,ACC17,in-progress,2025-09-20 08:29:59
1200,300,ACC17,closed,2025-09-20 09:00:59
1201,301,AUTH18,new,2025-09-20 11:48:59
1202,301,AUTH18,assign,2025-09-20 15:50:59
1203,301,AUTH18,in-progress,2025-09-20 19:51:59
1204,301,AUTH18,closed,2025-09-21 00:02:59
1205,302,AUTH42,new,2025-09-21 01:56:59
1206,302,AUTH42,assign,2025-09-21 06:27:59
1207,302,AUTH42,in-progress,2025-09-21 09:33:59
1208,302,AUTH42,closed,2025-09-21 12:09:59
1209,303,AUTH18,new,2025-09-21 14:09:59
1210,303,AUTH18,assign,2025-09-21 15:18:59
1211,303,AUTH18,in-progress,2025-09-21 19:44:59
1212,303,AUTH18,closed,2025-09-21 22:05:59
1213,304,AUTH18,new,2025-09-22 02:48:59
1214,304,AUTH18,assign,2025-09-22 04:15:59
1215,304,AUTH18,in-progress,2025-09-22 06:39:59
1216,304,AUTH18,closed,2025-09-22 07:35:59
1217,305,ACC03,new,2025-09-22 09:46:59
1218,305,ACC03,assign,2025-09-22 10:28:59
1219,305,ACC03,in-progress,2025-09-22 13:00:59
1220,305,ACC03,closed,2025-09-22 13:21:59
1221,306,AUTH42,new,2025-09-22 15:05:59
1222,306,AUTH42,assign,2025-09-22 18:49:59
1223,306,AUTH42,in-progress,2025-09-22 19:56:59
1224,306,AUTH42,closed,2025-09-22 21:43:59
1225,307,AUTH42,new,2025-09-23 01:17:59
1226,307,AUTH42,assign,2025-09-23 03:24:59
1227,307,AUTH42,in-progress,2025-09-23 07:04:59
1228,307,AUTH42,closed,2025-09-23 10:10:59
1229,308,AUTH42,new,2025-09-23 15:08:59
1230,308,AUTH42,assign,2025-09-23 18:57:59
1231,308,AUTH42,in-progress,2025-09-23 20:40:59
1232,308,AUTH42,closed,2025-09-23 23:30:59
1233,309,AUTH42,new,2025-09-24 00:33:59
1234,309,AUTH42,assign,2025-09-24 05:00:59
1235,309,AUTH42,in-progress,2025-09-24 06:37:59
1236,309,AUTH42,closed,2025-09-24 11:03:59
1237,310,AUTH18,new,2025-09-24 12:39:59
1238,310,AUTH18,assign,2025-09-24 17:09:59
1239,310,AUTH18,in-progress,2025-09-24 17:45:59
1240,310,AUTH18,closed,2025-09-24 20:25:59
1241,311,ACC17,new,2025-09-24 21:48:59
1242,311,ACC17,assign,2025-09-24 23:36:59
1243,311,ACC17,in-progress,2025-09-25 02:15:59
1244,311,ACC17,closed,2025-09-25 06:34:59
1245,312,AUTH42,new,2025-09-25 09:17:59
1246,312,AUTH42,assign,2025-09-25 12:57:59
1247,312,AUTH42,in-progress,2025-09-25 14:42:59
1248,312,AUTH42,closed,2025-09-25 17:25:59
1249,313,AUTH18,new,2025-09-25 22:06:59
1250,313,AUTH18,assign,2025-09-25 23:15:59
1251,313,AUTH18,in-progress,2025-09-26 01:38:59
1252,313,AUTH18,closed,2025-09-26 05:42:59
1253,314,ACC17,new,2025-09-26 08:33:59
1254,314,ACC17,assign,2025-09-26 10:05:59
1255,314,ACC17,in-progress,2025-09-26 11:28:59
1256,314,ACC17,closed,2025-09-26 14:33:59
1257,315,ACC28,new,2025-09-26 16:57:59
1258,315,ACC28,assign,2025-09-26 19:36:59
1259,315,ACC28,in-progress,2025-09-26 22:48:59
1260,315,ACC28,closed,2025-09-26 23:28:59
1261,316,ACC17,new,2025-09-27 00:56:59
1262,316,ACC17,assign,2025-09-27 03:18:59
1263,316,ACC17,in-progress,2025-09-27 07:52:59
1264,316,ACC17,closed,2025-09-27 10:29:59
1265,317,ACC03,new,2025-09-27 14:48:59
1266,317,ACC03,assign,2025-09-27 15:54:59
1267,317,ACC03,in-progress,2025-09-27 18:22:59
1268,317,ACC03,closed,2025-09-27 21:35:59
1269,318,AUTH42,new,2025-09-27 22:03:59
1270,318,AUTH42,assign,2025-09-28 00:54:59
1271,318,AUTH42,in-progress,2025-09-28 02:55:59
1272,318,AUTH42,closed,2025-09-28 07:43:59
1273,319,ACC03,new,2025-09-28 08:55:59
1274,319,ACC03,assign,2025-09-28 10:59:59
1275,319,ACC03,in-progress,2025-09-28 13:37:59
1276,319,ACC03,closed,2025-09-28 15:09:59
1277,320,ACC17,new,2025-09-28 17:38:59
1278,320,ACC17,assign,2025-09-28 19:03:59
1279,320,ACC17,in-progress,2025-09-28 23:56:59
1280,320,ACC17,closed,2025-09-29 00:30:59
1281,321,AUTH42,new,2025-09-29 00:36:59
1282,321,AUTH42,assign,2025-09-29 03:56:59
1283,321,AUTH42,in-progress,2025-09-29 06:54:59
1284,321,AUTH42,closed,2025-09-29 11:20:59
1285,322,ACC03,new,2025-09-29 11:50:59
1286,322,ACC03,assign,2025-09-29 13:23:59
1287,322,ACC03,in-progress,2025-09-29 14:08:59
1288,322,ACC03,closed,2025-09-29 15:18:59
1289,323,AUTH18,new,2025-09-29 19:12:59
1290,323,AUTH18,assign,2025-09-29 19:20:59
1291,323,AUTH18,in-progress,2025-09-29 21:06:59
1292,323,AUTH18,closed,2025-09-30 00:59:59
1293,324,AUTH42,new,2025-09-30 01:29:59
1294,324,AUTH42,assign,2025-09-30 01:45:59
1295,324,AUTH42,in-progress,2025-09-30 06:45:59
1296,324,AUTH42,closed,2025-09-30 10:54:59
1297,325,ACC28,new,2025-09-30 15:30:59
1298,325,ACC28,assign,2025-09-30 16:00:59
1299,325,ACC28,in-progress,2025-09-30 18:03:59
1300,325,ACC28,closed,2025-09-30 19:01:59
1301,326,ACC28,new,2025-09-30 22:05:59
1302,326,ACC28,assign,2025-10-01 02:14:59
1303,326,ACC28,in-progress,2025-10-01 05:04:59
1304,326,ACC28,closed,2025-10-01 07:16:59
1305,327,ACC17,new,2025-10-01 07:44:59
1306,327,ACC17,assign,2025-10-01 07:48:59
1307,327,ACC17,in-progress,2025-10-01 08:08:59
1308,327,ACC17,closed,2025-10-01 12:18:59
1309,328,AUTH42,new,2025-10-01 16:12:59
1310,328,AUTH42,assign,2025-10-01 17:25:59
1311,328,AUTH42,in-progress,2025-10-01 18:44:59
1312,328,AUTH42,closed,2025-10-01 21:32:59
1313,329,ACC03,new,2025-10-01 23:50:59
1314,329,ACC03,assign,2025-10-02 03:00:59
1315,329,ACC03,in-progress,2025-10-02 05:41:59
1316,329,ACC03,closed,2025-10-02 09:44:59
1317,330,ACC03,new,2025-10-02 11:38:59
1318,330,ACC03,assign,2025-10-02 12:42:59
1319,330,ACC03,in-progress,2025-10-02 16:34:59
1320,330,ACC03,closed,2025-10-02 17:26:59
1321,331,AUTH18,new,2025-10-02 19:23:59
1322,331,AUTH18,assign,2025-10-02 22:27:59
1323,331,AUTH18,in-progress,2025-10-02 23:37:59
1324,331,AUTH18,closed,2025-10-03 00:27:59
1325,332,ACC28,new,2025-10-03 01:54:59
1326,332,ACC28,assign,2025-10-03 03:19:59
1327,332,ACC28,in-progress,2025-10-03 04:43:59
1328,332,ACC28,closed,2025-10-03 09:08:59
1329,333,ACC17,new,2025-10-03 12:25:59
1330,333,ACC17,assign,2025-10-03 14:42:59
1331,333,ACC17,in-progress,2025-10-03 19:23:59
1332,333,ACC17,closed,2025-10-03 21:24:59
1333,334,ACC28,new,2025-10-03 21:32:59
1334,334,ACC28,assign,2025-10-04 01:14:59
1335,334,ACC28,in-progress,2025-10-04 03:12:59
1336,334,ACC28,closed,2025-10-04 04:32:59
1337,335,ACC28,new,2025-10-04 06:05:59
1338,335,ACC28,assign,2025-10-04 07:06:59
1339,335,ACC28,in-progress,2025-10-04 10:02:59
1340,335,ACC28,closed,2025-10-04 11:08:59
1341,336,AUTH18,new,2025-10-04 15:17:59
1342,336,AUTH18,assign,2025-10-04 18:56:59
1343,336,AUTH18,in-progress,2025-10-04 20:34:59
1344,336,AUTH18,closed,2025-10-05 00:02:59
1345,337,AUTH18,new,2025-10-05 00:25:59
1346,337,AUTH18,assign,2025-10-05 02:13:59
1347,337,AUTH18,in-progress,2025-10-05 02:43:59
1348,337,AUTH18,closed,2025-10-05 05:47:59
1349,338,AUTH18,new,2025-10-05 10:46:59
1350,338,AUTH18,assign,2025-10-05 14:14:59
1351,338,AUTH18,in-progress,2025-10-05 18:00:59
1352,338,AUTH18,closed,2025-10-05 20:54:59
1353,339,ACC17,new,2025-10-06 01:38:59
1354,339,ACC17,assign,2025-10-06 05:49:59
1355,339,ACC17,in-progress,2025-10-06 08:59:59
1356,339,ACC17,closed,2025-10-06 12:10:59
1357,340,ACC17,new,2025-10-06 15:36:59
1358,340,ACC17,assign,2025-10-06 20:16:59
1359,340,ACC17,in-progress,2025-10-06 22:28:59
1360,340,ACC17,closed,2025-10-07 03:28:59
1361,341,AUTH18,new,2025-10-07 04:37:59
1362,341,AUTH18,assign,2025-10-07 07:09:59
1363,341,AUTH18,in-progress,2025-10-07 11:32:59
1364,341,AUTH18,closed,2025-10-07 13:20:59
1365,342,AUTH18,new,2025-10-07 17:16:59
1366,342,AUTH18,assign,2025-10-07 18:53:59
1367,342,AUTH18,in-progress,2025-10-07 19:35:59
1368,342,AUTH18,closed,2025-10-07 21:28:59
1369,343,AUTH42,new,2025-10-07 21:57:59
1370,343,AUTH42,assign,2025-10-07 22:31:59
1371,343,AUTH42,in-progress,2025-10-08 01:29:59
1372,343,AUTH42,closed,2025-10-08 03:32:59
1373,344,AUTH18,new,2025-10-08 05:05:59
1374,344,AUTH18,assign,2025-10-08 05:07:59
1375,344,AUTH18,in-progress,2025-10-08 06:08:59
1376,344,AUTH18,closed,2025-10-08 08:18:59
1377,345,ACC17,new,2025-10-08 08:51:59
1378,345,ACC17,assign,2025-10-08 11:16:59
1379,345,ACC17,in-progress,2025-10-08 11:39:59
1380,345,ACC17,closed,2025-10-08 14:04:59
1381,346,ACC28,new,2025-10-08 16:24:59
1382,346,ACC28,assign,2025-10-08 19:53:59
1383,346,ACC28,in-progress,2025-10-09 00:51:59
1384,346,ACC28,closed,2025-10-09 02:10:59
1385,347,ACC17,new,2025-10-09 03:14:59
1386,347,ACC17,assign,2025-10-09 05:20:59
1387,347,ACC17,in-progress,2025-10-09 06:44:59
1388,347,ACC17,closed,2025-10-09 08:04:59
1389,348,ACC17,new,2025-10-09 11:13:59
1390,348,ACC17,assign,2025-10-09 12:00:59
1391,348,ACC17,in-progress,2025-10-09 14:28:59
1392,348,ACC17,closed,2025-10-09 17:12:59
1393,349,AUTH18,new,2025-10-09 19:16:59
1394,349,AUTH18,assign,2025-10-09 23:06:59
1395,349,AUTH18,in-progress,2025-10-10 01:44:59
1396,349,AUTH18,closed,2025-10-10 01:57:59
1397,350,ACC28,new,2025-10-10 06:32:59
1398,350,ACC28,assign,2025-10-10 09:44:59
1399,350,ACC28,in-progress,2025-10-10 13:43:59
1400,350,ACC28,closed,2025-10-10 13:48:59
1401,351,ACC03,new,2025-10-10 16:43:59
1402,351,ACC03,assign,2025-10-10 21:25:59
1403,351,ACC03,in-progress,2025-10-11 01:54:59
1404,351,ACC03,closed,2025-10-11 02:53:59
1405,352,ACC28,new,2025-10-11 04:19:59
1406,352,ACC28,assign,2025-10-11 07:16:59
1407,352,ACC28,in-progress,2025-10-11 10:41:59
1408,352,ACC28,closed,2025-10-11 13:37:59
1409,353,ACC03,new,2025-10-11 15:40:59
1410,353,ACC03,assign,2025-10-11 18:32:59
1411,353,ACC03,in-progress,2025-10-11 18:57:59
1412,353,ACC03,closed,2025-10-11 20:35:59
1413,354,ACC17,new,2025-10-11 20:50:59
1414,354,ACC17,assign,2025-10-11 23:40:59
1415,354,ACC17,in-progress,2025-10-12 02:12:59
1416,354,ACC17,closed,2025-10-12 06:47:59
1417,355,ACC28,new,2025-10-12 09:32:59
1418,355,ACC28,assign,2025-10-12 12:06:59
1419,355,ACC28,in-progress,2025-10-12 13:06:59
1420,355,ACC28,closed,2025-10-12 13:28:59
1421,356,AUTH18,new,2025-10-12 16:17:59
1422,356,AUTH18,assign,2025-10-12 17:27:59
1423,356,AUTH18,in-progress,2025-10-12 18:09:59
1424,356,AUTH18,closed,2025-10-12 18:14:59
1425,357,AUTH18,new,2025-10-12 19:16:59
1426,357,AUTH18,assign,2025-10-12 22:17:59
1427,357,AUTH18,in-progress,2025-10-12 22:56:59
1428,357,AUTH18,closed,2025-10-13 02:20:59
1429,358,AUTH42,new,2025-10-13 02:56:59
1430,358,AUTH42,assign,2025-10-13 04:04:59
1431,358,AUTH42,in-progress,2025-10-13 06:27:59
1432,358,AUTH42,closed,2025-10-13 08:19:59
1433,359,AUTH18,new,2025-10-13 13:04:59
1434,359,AUTH18,assign,2025-10-13 14:23:59
1435,359,AUTH18,in-progress,2025-10-13 17:19:59
1436,359,AUTH18,closed,2025-10-13 21:38:59
1437,360,AUTH42,new,2025-10-14 00:08:59
1438,360,AUTH42,assign,2025-10-14 02:43:59
1439,360,AUTH42,in-progress,2025-10-14 03:56:59
1440,360,AUTH42,closed,2025-10-14 06:56:59
1441,361,ACC28,new,2025-10-14 08:41:59
1442,361,ACC28,assign,2025-10-14 12:30:59
1443,361,ACC28,in-progress,2025-10-14 13:12:59
1444,361,ACC28,closed,2025-10-14 14:31:59
1445,362,ACC03,new,2025-10-14 14:43:59
1446,362,ACC03,assign,2025-10-14 18:51:59
1447,362,ACC03,in-progress,2025-10-14 22:01:59
1448,362,ACC03,closed,2025-10-15 00:23:59
1449,363,ACC03,new,2025-10-15 03:04:59
1450,363,ACC03,assign,2025-10-15 05:46:59
1451,363,ACC03,in-progress,2025-10-15 07:50:59
1452,363,ACC03,closed,2025-10-15 08:08:59
1453,364,AUTH18,new,2025-10-15 10:03:59
1454,364,AUTH18,assign,2025-10-15 14:20:59
1455,364,AUTH18,in-progress,2025-10-15 15:14:59
1456,364,AUTH18,closed,2025-10-15 19:11:59
1457,365,ACC17,new,2025-10-15 21:39:59
1458,365,ACC17,assign,2025-10-16 00:17:59
1459,365,ACC17,in-progress,2025-10-16 01:23:59
1460,365,ACC17,closed,2025-10-16 04:16:59
1461,366,AUTH18,new,2025-10-16 07:59:59
1462,366,AUTH18,assign,2025-10-16 12:41:59
1463,366,AUTH18,in-progress,2025-10-16 14:24:59
1464,366,AUTH18,closed,2025-10-16 14:46:59
1465,367,ACC03,new,2025-10-16 17:56:59
1466,367,ACC03,assign,2025-10-16 19:47:59
1467,367,ACC03,in-progress,2025-10-16 23:43:59
1468,367,ACC03,closed,2025-10-17 02:20:59
1469,368,AUTH18,new,2025-10-17 05:01:59
1470,368,AUTH18,assign,2025-10-17 06:52:59
1471,368,AUTH18,in-progress,2025-10-17 10:25:59
1472,368,AUTH18,closed,2025-10-17 10:52:59
1473,369,AUTH42,new,2025-10-17 12:31:59
1474,369,AUTH42,assign,2025-10-17 13:49:59
1475,369,AUTH42,in-progress,2025-10-17 16:25:59
1476,369,AUTH42,closed,2025-10-17 18:15:59
1477,370,ACC03,new,2025-10-17 22:52:59
1478,370,ACC03,assign,2025-10-18 01:57:59
1479,370,ACC03,in-progress,2025-10-18 04:16:59
1480,370,ACC03,closed,2025-10-18 04:35:59
1481,371,AUTH42,new,2025-10-18 05:39:59
1482,371,AUTH42,assign,2025-10-18 07:44:59
1483,371,AUTH42,in-progress,2025-10-18 12:41:59
1484,371,AUTH42,closed,2025-10-18 13:45:59
1485,372,ACC03,new,2025-10-18 17:26:59
1486,372,ACC03,assign,2025-10-18 19:39:59
1487,372,ACC03,in-progress,2025-10-18 23:45:59
1488,372,ACC03,closed,2025-10-19 02:44:59
1489,373,ACC17,new,2025-10-19 07:33:59
1490,373,ACC17,assign,2025-10-19 11:34:59
1491,373,ACC17,in-progress,2025-10-19 14:30:59
1492,373,ACC17,closed,2025-10-19 16:58:59
1493,374,AUTH18,new,2025-10-19 19:48:59
1494,374,AUTH18,assign,2025-10-19 23:55:59
1495,374,AUTH18,in-progress,2025-10-20 03:03:59
1496,374,AUTH18,closed,2025-10-20 04:31:59
1497,375,AUTH18,new,2025-10-20 05:45:59
1498,375,AUTH18,assign,2025-10-20 06:44:59
1499,375,AUTH18,in-progress,2025-10-20 08:01:59
1500,375,AUTH18,closed,2025-10-20 08:45:59
1501,376,AUTH18,new,2025-10-20 10:05:59
1502,376,AUTH18,assign,2025-10-20 12:57:59
1503,376,AUTH18,in-progress,2025-10-20 17:52:59
1504,376,AUTH18,closed,2025-10-20 21:50:59
1505,377,AUTH18,new,2025-10-20 22:22:59
1506,377,AUTH18,assign,2025-10-20 22:32:59
1507,377,AUTH18,in-progress,2025-10-21 02:20:59
1508,377,AUTH18,closed,2025-10-21 03:59:59
1509,378,ACC28,new,2025-10-21 04:24:59
1510,378,ACC28,assign,2025-10-21 04:52:59
1511,378,ACC28,in-progress,2025-10-21 08:43:59
1512,378,ACC28,closed,2025-10-21 10:23:59
1513,379,ACC28,new,2025-10-21 12:25:59
1514,379,ACC28,assign,2025-10-21 16:52:59
1515,379,ACC28,in-progress,2025-10-21 16:59:59
1516,379,ACC28,closed,2025-10-21 19:31:59
1517,380,ACC17,new,2025-10-21 20:26:59
1518,380,ACC17,assign,2025-10-21 20:36:59
1519,380,ACC17,in-progress,2025-10-22 01:07:59
1520,380,ACC17,closed,2025-10-22 03:38:59
1521,381,ACC17,new,2025-10-22 04:36:59
1522,381,ACC17,assign,2025-10-22 08:19:59
1523,381,ACC17,in-progress,2025-10-22 11:28:59
1524,381,ACC17,closed,2025-10-22 13:54:59
1525,382,ACC03,new,2025-10-22 17:10:59
1526,382,ACC03,assign,2025-10-22 21:33:59
1527,382,ACC03,in-progress,2025-10-22 22:46:59
1528,382,ACC03,closed,2025-10-22 23:37:59
1529,383,AUTH42,new,2025-10-23 04:23:59
1530,383,AUTH42,assign,2025-10-23 04:28:59
1531,383,AUTH42,in-progress,2025-10-23 09:24:59
1532,383,AUTH42,closed,2025-10-23 12:08:59
1533,384,ACC17,new,2025-10-23 12:18:59
1534,384,ACC17,assign,2025-10-23 13:55:59
1535,384,ACC17,in-progress,2025-10-23 14:54:59
1536,384,ACC17,closed,2025-10-23 17:33:59
1537,385,AUTH18,new,2025-10-23 18:01:59
1538,385,AUTH18,assign,2025-10-23 20:36:59
1539,385,AUTH18,in-progress,2025-10-23 23:48:59
1540,385,AUTH18,closed,2025-10-24 03:14:59
1541,386,AUTH42,new,2025-10-24 06:00:59
1542,386,AUTH42,assign,2025-10-24 07:01:59
1543,386,AUTH42,in-progress,2025-10-24 10:58:59
1544,386,AUTH42,closed,2025-10-24 14:17:59
1545,387,AUTH42,new,2025-10-24 15:33:59
1546,387,AUTH42,assign,2025-10-24 19:51:59
1547,387,AUTH42,in-progress,2025-10-24 22:12:59
1548,387,AUTH42,closed,2025-10-25 00:57:59
1549,388,ACC03,new,2025-10-25 02:24:59
1550,388,ACC03,assign,2025-10-25 06:13:59
1551,388,ACC03,in-progress,2025-10-25 10:46:59
1552,388,ACC03,closed,2025-10-25 14:46:59
1553,389,ACC03,new,2025-10-25 16:36:59
1554,389,ACC03,assign,2025-10-25 17:46:59
1555,389,ACC03,in-progress,2025-10-25 21:51:59
1556,389,ACC03,closed,2025-10-26 00:00:59
1557,390,ACC28,new,2025-10-26 03:04:59
1558,390,ACC28,assign,2025-10-26 07:42:59
1559,390,ACC28,in-progress,2025-10-26 11:59:59
1560,390,ACC28,closed,2025-10-26 14:39:59
1561,391,ACC03,new,2025-10-26 15:31:59
1562,391,ACC03,assign,2025-10-26 19:44:59
1563,391,ACC03,in-progress,2025-10-26 23:28:59
1564,391,ACC03,closed,2025-10-27 04:09:59
1565,392,ACC03,new,2025-10-27 06:37:59
1566,392,ACC03,assign,2025-10-27 11:05:59
1567,392,ACC03,in-progress,2025-10-27 13:26:59
1568,392,ACC03,closed,2025-10-27 13:44:59
1569,393,AUTH42,new,2025-10-27 17:56:59
1570,393,AUTH42,assign,2025-10-27 18:05:59
1571,393,AUTH42,in-progress,2025-10-27 18:31:59
1572,393,AUTH42,closed,2025-10-27 19:57:59
1573,394,ACC28,new,2025-10-27 23:45:59
1574,394,ACC28,assign,2025-10-27 23:50:59
1575,394,ACC28,in-progress,2025-10-28 01:06:59
1576,394,ACC28,closed,2025-10-28 03:54:59
1577,395,ACC17,new,2025-10-28 04:34:59
1578,395,ACC17,assign,2025-10-28 07:12:59
1579,395,ACC17,in-progress,2025-10-28 11:06:59
1580,395,ACC17,closed,2025-10-28 15:24:59
1581,396,ACC17,new,2025-10-28 16:20:59
1582,396,ACC17,assign,2025-10-28 17:36:59
1583,396,ACC17,in-progress,2025-10-28 20:29:59
1584,396,ACC17,closed,2025-10-28 21:40:59
1585,397,ACC17,new,2025-10-28 23:55:59
1586,397,ACC17,assign,2025-10-29 02:10:59
1587,397,ACC17,in-progress,2025-10-29 06:11:59
1588,397,ACC17,closed,2025-10-29 08:39:59
1589,398,ACC17,new,2025-10-29 09:48:59
1590,398,ACC17,assign,2025-10-29 13:08:59
1591,398,ACC17,in-progress,2025-10-29 16:04:59
1592,398,ACC17,closed,2025-10-29 19:12:59
1593,399,ACC28,new,2025-10-29 23:51:59
1594,399,ACC28,assign,2025-10-30 02:27:59
1595,399,ACC28,in-progress,2025-10-30 06:06:59
1596,399,ACC28,closed,2025-10-30 07:13:59
1597,400,ACC28,new,2025-10-30 07:59:59
1598,400,ACC28,assign,2025-10-30 10:23:59
1599,400,ACC28,in-progress,2025-10-30 11:20:59
1600,400,ACC28,closed,2025-10-30 15:40:59
1601,401,ACC03,new,2025-10-30 16:57:59
1602,401,ACC03,assign,2025-10-30 21:31:59
1603,401,ACC03,in-progress,2025-10-31 00:48:59
1604,401,ACC03,closed,2025-10-31 03:33:59
1605,402,ACC03,new,2025-10-31 07:50:59
1606,402,ACC03,assign,2025-10-31 09:18:59
1607,402,ACC03,in-progress,2025-10-31 12:42:59
1608,402,ACC03,closed,2025-10-31 15:47:59
1609,403,ACC28,new,2025-10-31 20:06:59
1610,403,ACC28,assign,2025-10-31 23:28:59
1611,403,ACC28,in-progress,2025-11-01 04:03:59
1612,403,ACC28,closed,2025-11-01 06:34:59
1613,404,AUTH42,new,2025-11-01 06:48:59
1614,404,AUTH42,assign,2025-11-01 08:16:59
1615,404,AUTH42,in-progress,2025-11-01 10:51:59
1616,404,AUTH42,closed,2025-11-01 11:11:59
1617,405,ACC03,new,2025-11-01 12:02:59
1618,405,ACC03,assign,2025-11-01 16:33:59
1619,405,ACC03,in-progress,2025-11-01 20:17:59
1620,405,ACC03,closed,2025-11-01 20:47:59
1621,406,ACC17,new,2025-11-01 21:07:59
1622,406,ACC17,assign,2025-11-01 23:38:59
1623,406,ACC17,in-progress,2025-11-02 02:27:59
1624,406,ACC17,closed,2025-11-02 03:24:59
1625,407,ACC17,new,2025-11-02 07:12:59
1626,407,ACC17,assign,2025-11-02 09:10:59
1627,407,ACC17,in-progress,2025-11-02 09:28:59
1628,407,ACC17,closed,2025-11-02 14:02:59
1629,408,AUTH42,new,2025-11-02 18:58:59
1630,408,AUTH42,assign,2025-11-02 23:58:59
1631,408,AUTH42,in-progress,2025-11-03 00:37:59
1632,408,AUTH42,closed,2025-11-03 04:22:59
1633,409,ACC28,new,2025-11-03 08:40:59
1634,409,ACC28,assign,2025-11-03 11:56:59
1635,409,ACC28,in-progress,2025-11-03 14:06:59
1636,409,ACC28,closed,2025-11-03 16:01:59
1637,410,AUTH18,new,2025-11-03 19:22:59
1638,410,AUTH18,assign,2025-11-03 20:13:59
1639,410,AUTH18,in-progress,2025-11-03 20:48:59
1640,410,AUTH18,closed,2025-11-04 01:33:59
1641,411,ACC03,new,2025-11-04 03:51:59
1642,411,ACC03,assign,2025-11-04 06:39:59
1643,411,ACC03,in-progress,2025-11-04 07:41:59
1644,411,ACC03,closed,2025-11-04 08:40:59
1645,412,AUTH18,new,2025-11-04 09:05:59
1646,412,AUTH18,assign,2025-11-04 12:18:59
1647,412,AUTH18,in-progress,2025-11-04 14:46:59
1648,412,AUTH18,closed,2025-11-04 16:46:59
1649,413,AUTH18,new,2025-11-04 19:19:59
